0.005,4.6
0.01,2.4
0.015,2.4
0.02,1.7
0.025,1.6
0.03,1.5
0.035,1.4
0.04,1.6
0.045,1.3
0.05,1.5
0.055,1.4
0.06,1.4
0.065,1.3
0.07,1.3
0.075,1.4
0.08,1.3
0.085,1.3
0.09,1.5
0.095,1.4
0.1,1.5
0.105,1.6
0.11,1.3
0.115,1.4
0.12,1.3
0.125,1.3
0.13,1.4
0.135,1.3
0.14,1.6
0.145,1.4
0.15,1.3
0.155,1.4
0.16,1.5
0.165,1.3
0.17,1.4
0.175,1.3
0.18,1.4
0.185,1.7
0.19,1.6
0.195,1.6
0.2,1.4
0.205,1.5
0.21,1.5
0.215,1.4
0.22,1.6
0.225,1.7
0.23,2.2
0.235,1.7
0.24,1.9
0.245,1.9
0.25,1.8
